text	label
Where Is Global Warming? by Rebecca Terrell, NewAmerican.com http://bit.ly/9RPSIZ	N
The great global warming collapse http://tgam.ca/Hrh (via @globeandmail)	N
RFK, Jr. 15 months ago: Global warming means no snow or cold in DC (Examiner): http://bit.ly/76Gtnu #tcot	Y
Global warming strikes DC! I present to u, my car:  http://tweetphoto.com/10721938	N
RT @newtgingrich: Historic snow storm in washington-third this year-where is al gore to explain it snows this heavily as a sign global warming is imminent	N
Naomi Klein on CSPAN: Climate change causing island extinction within 50 years.	Y
Restoration of Australian landscape enhances adaptability to climate change: http://bit.ly/9UUIi9	Y
Climate change is transforming the Arctic environment faster than expected & accelerating the disappearance of sea ice: http://bit.ly/afeLtO	Y
"Mark Steyn: ""climate change is not only a scientific scandal but also a massive journalistic failure."" http://tinyurl.com/yzxap7c"	N
RFK, Jr. 15 months ago: Global warming means no snow or cold in DC: ' Robert F. Kennedy Jr., who flies around on p... http://bit.ly/bhvc1D	N
RT @joshtpm global warming prolly real in New York, but big scam in DC	N
RT @Hesperian: World People's Conference on Climate Change starts today in Bolivia! #cochabamba @boliviaun http://ow.ly/1AoQX	Y
On my way to Italy  - if I can figure out how to get to Dulles. Battling the climate in the fight to end climate change!	Y
...The facts Are In: Global Warming Caused AIDS!... #reagan #pope #tcot #teaparty #gop #dem #palin #sgp #tlot #p2	N
new: Global Warming Incoherence http://strata-sphere.com/blog/index.php/archives/12671	N
RT @s_dog: Oops. #snOMG  RT @Drudge_Report: RFK, Jr. 15 months ago: Global warming means no snow or cold in DC... http://j.mp/bZ68xB #agw	N
CFP for conference on #indigenous approaches to #environment & #climate change http://bit.ly/dja0A4	Y
RT @HitTheRoadCa: Join the Peoples Conference on Climate Change live at http://envivocmpcc.org.bo #ecomonday #cmpcc #wpccc #cochabamba	Y
The great global warming collapse'... http://bit.ly/drrEIN	N
"27"" of global warming fell at my home 8 miles south of Washington, DC.  Arms & hands so sore from shoveling ... Hurts to Tweet :-("	N
Global warming lights a fire under beer prices: http://bit.ly/c6UVOu	Y
@petersays RFK, Jr. 15 months ago: Global warming means no snow or cold in DC | Washington Examiner: http://bit.ly/76Gtnu	N
Pollster on rapidly collapsing public belief in man-made global warming:  'It is very unusual indeed t... http://bit.ly/bVM4zN #climategate	Y
"RT @taffastrophe: It's really amazing how sore you feel after shoveling 28"" of global warming off of your sidewalk & driveway.  #AlGoreLied #snomg"	N
RT @Qorianka World People's Conference on Climate Change and the Rights of Mother Earth: http://is.gd/bzHOa  #cochabamba	Y
Invasive News: Invasive Species Thriving in Period of Climate Change - World Sentinel: Invasive Species Thriving i... http://bit.ly/dmimzF	Y
@lowkell lies? Who could seriouly believe in global warming after this?	N
"Bwaahaa! ""GIVE THEM THE WEALTH!"" #PresidentPalin! #SNOBAMA: DC's 2010 SNOW, BLASTS OBAMA, IPCC & GLOBAL WARMING http://youtu.be/FDNWoZecHjg"	N
SNOBAMA: DC's 2010 SNOW, BLASTS OBAMA, THE IPCC & GLOBAL WARMING http://youtu.be/FDNWoZecHjg #teaparty #tcot #GOP @glennbeck #fox #sgp #ocra	N
New college course will foster cross-cultural understanding of climate change: http://bit.ly/difW0F	Y
New college course will foster cross-cultural understanding of climate change: http://bit.ly/difW0F	Y
Report: Climate change indicates need for Scots to consider new species in reforestation:  http://bit.ly/bn0SJd	Y
Report: Climate change indicates need for Scots to consider new species in reforestation:  http://bit.ly/bn0SJd	Y
The ONLY climate change that exists is Summer, Fall, Winter, & Spring.  #justsaying	N
I rated a YouTube video (5 out of 5 stars) -- SNOBAMA: DC's 2010 SNOW BLASTS OBAMA, THE IPCC & GLOBAL WARMING http://youtu.be/FDNWoZecHjg?a	N
What's Hot: Seattle Takes on the Junk Mail Industry: When it comes to curbing climate change, some things are easi... http://bit.ly/buTsNb	Y
Inhofe family in DC as the blizzard hit - had a little fun at the expense of Al Gore and global warming.  http://bit.ly/aPnPlV #TCOT	N
RT @brandonlk: The great global warming collapse'... http://tinyurl.com/yf34stp #tcot	N
@TxJogger12 LOL, yeah I really want some global warming now....must increase carbon footprint! :-)	N
@brandonlk I'm feeling global warming here as I'm sore from digging out over 2 feet of snow :-)	N
"@IsaacSalazar: Here's your climate change RT @mtapscott More on why bogus ""global warming consensus"" is fading fast: http://bit.ly/cDJyLG"	N
"@TerriSueWho And EXACTLY why we say ""global warming schmorming!"""	N
RT @lward99: Snow covers Washington DC - Must hand it to Obama he promised to end Global Warming, and did so in one year. #climategate #tcot #fb	Y
Global Warming Hysteria: Another False Claim Exposed in IPCC Report http://bit.ly/9xlMWu	N
The power is out. This is fun. At least I have beer. Global warming=fail.	N
Least favorite aspect of a snowstorm: encourages the rightwing nutcases inveighing global warming as a hoax.	Y
@justinlee76 Well, this type of storm is always fleeting in people's minds, but it certaintly doesn't help the climate change people.	N
Rather amused at climate change deniers who wryly refer to snow as 'global warming' -- they're a bit closer to the mark than they think.	Y
@justinlee76 Well, it sounds nicer thatn what we've got. D.C. is in the middle of our third snowiest winter ever. Damn global warming!	N
RT @newtgingrich: Historic snow storm in washington-third this year-where is al gore to explain it snows this heavily as a sign global warming is imminent	N
RT @newtgingrich: Historic snow storm in washington-third this year-where is al gore to explain it snows this heavily as a sign global warming is imminent	N
What's Hot: Tell Toyota COO to Put the Brakes on Climate Change & the US Chamber:  You've probably heard about the... http://bit.ly/9Eiqz4	Y
Digg up our question to Toyota COO to Put the Brakes on Climate Change! http://bit.ly/9jFhyk We can win this like we won @citizentube!	Y
RT @DougHammett: Global warming at its best! DC nearly shut down, some areas got 44 inches!	N
"RT @dcexaminer: More on why bogus ""global warming consensus"" is fading fast http://goo.gl/fb/TOWc"	N
#home OT - Can I reschedule my global warming pitch?: Just think if you finally got on the schedule to do a pitch ... http://bit.ly/daukSy	Y
"More on why bogus ""global warming consensus"" is fading fast: http://bit.ly/9fUavY"	N
"More on why bogus ""global warming consensus"" is fading fast: Margaret Wente of Toronto's Globe and Mail explains w... http://bit.ly/bClZes"	N
I can practically hear all of the #climate change deniers frothing at the mouth over this snowstorm. So sad they confuse weather & climate.	Y
"More on why bogus ""global warming consensus"" is fading fast http://goo.gl/fb/a1rD"	N
"More on why bogus ""global warming consensus"" is fading fast http://goo.gl/fb/EVtR"	N
"More on why bogus ""global warming consensus"" is fading fast: Margaret Wente of Toronto's Globe and Mail explains w... http://bit.ly/d2510L"	N
"More on why bogus ""global warming consensus"" is fading fast http://goo.gl/fb/4Z0n"	N
RT for those that didn't see it this morning @GBDave If you think global warming is a bad thing... http://tiny12.tv/YIE0Y	N
RT @newtgingrich: Historic snow storm in washington-third this year-where is al gore to explain it snows this heavily as a sign global warming is imminent	Y
@JustPlainBill Global Warming is not the established reality. Credible news sources the world over are debunking it. Esp. in UK.	N
India abandons UN's Intergovernmental Panel on Climate Change (IPCC) as untrustworthy http://bit.ly/abMsJt	N
@twinelm Not at all.  If that were the case, I'd believe in the stimulus, global warming, and national health care. #idont	N
RT @proenergy: Oceans reveal further impacts of climate change http://bit.ly/9PlqYk	Y
Tell Toyota COO to put the brakes on climate change & US CoC - Digg up this Q! http://ow.ly/14BdQ #climate #green #toyota #prius	Y
a great article explaining reasons why people are not convinced by the IPCCs man-made global warming claims http://tinyurl.com/yf34stp	N
"RT @glbarry: Michael Scott, Dunder Mifflin/Sabre: ""Change really isn't a good thing. Just ask the climate."""	Y
Dear Global Warming, Having a frozen hell of a time, wish you were here. Love, The East Coast	N
RT @ivangosorio @Drudge_Report PAPER: The Great Global Warming Collapse: http://bit.ly/drrEIN #agw	N
Global warming is kinda blizzardy.	N
Robert S. Eshelman: World People's Conference on Climate Change and the Rights of Mother Earth kicks off in Boliv... http://huff.to/cWnaC8	Y
RT @lward99: Snow covers Washington DC - Must hand it to Obama he promised to end Global Warming, and did so in one year. #climategate #tcot #fb	N
Utah state representative claims climate change is a 'conspiracy' aimed at population control. http://tr.im/N5Tx	N
Harsh Winter Caused by Climate Change: http://www.mnn.com/earth-matters/climate-change/stories/harsh-winter-caused-by-climate-change	Y
[@climatebrad] At Behest Of King Coal And Big Ag, Ike Skelton And Collin Peterson Try To Outlaw Global Warming http://ow.ly/16vYfp	Y
"Michael Scott, Dunder Mifflin/Sabre: ""Change really isn't a good thing. Just ask the climate."""	Y
If global warming gets any worse I am going to have to buy a snow blower	Y
If you think global warming is a bad thing... http://tiny12.tv/YIE0Y	N
RT @dilemmie: Welcome to twitter @MaryTharin - my roommate and climate change blogger. follow her so she'll stop making fun of me.	N
Utah state representative claims climate change is a 'conspiracy' aimed at population control. http://dlvr.it/1QqW	N
Most snow we've had in years...if you believe in Global Warming...please check into an institution because you've been brain washed	N
Climate Change and Invasive Species http://bit.ly/dbH9lu via #climatechange #wildlife #invasive	Y
RT @newtgingrich: Historic snow storm in washington-third this year-where is al gore to explain it snows this heavily as a sign global warming is imminent	N
Snow covers Washington DC - Must hand it to Obama he promised to end Global Warming, and did so in one year. #climategate #tcot #fb	Y
RT @newtgingrich: Historic snow storm in washington-third this year-where is al gore to explain it snows this heavily as a sign global warming is imminent	N
RT @newtgingrich: Historic snow storm in washington-third this year-where is al gore to explain it snows this heavily as a sign global warming is imminent	N
RT @climatedebate: BYU scientists refute Utah committee's global warming assertations:  http://bit.ly/b4TVtx	N
This #snowpocalypse reminds me we need to redouble our efforts to fight anthropogenic global warming.	Y
Knee-Jerk No Fly Ban Discredits Global Warming Alarmists: With European governments coming under increa... http://bit.ly/duBji9 (FTSN News)	N
RT @GoodClimateJM: Part 1 of a three part series about the challenges of communicating climate change. http://jm.ly/fh5UVC	Y
RT @climatedebate: The great global warming collapse:  http://bit.ly/9vQ30k	N
RT @newtgingrich: Historic snow storm in washington-third this year-where is al gore to explain it snows this heavily as a sign global warming is imminent	N
RT @newtgingrich: Historic snow storm in washington-third this year-where is al gore to explain it snows this heavily as a sign global warming is imminent	N
Historic snow storm in washington-third this year-where is al gore to explain it snows this heavily as a sign global warming is imminent	N
@tatiposada Just shoveled for over an hour. Oy. According to Maddow, cold weather and snow is proof of global warming...	N
4-5 foot snow drifts in VA. Good job Global Warming. YOUR FIRED!	N
The Great Global Warming Collapse http://bit.ly/9VeLfD	N
Trying to get motivated to scoop more than a foot of global warming off my Loooooooooooooooooooooong driveway.	N
hahaha RT @AlGoresBrain Washington DC Raw Temp- 30/Heavy Snow, Adjusted for Global Warming- 76 Sunny.	N
RT @NathanWurtzel: I am assured scientists at East Anglia are working hard to show #snOMG was caused by global warming. Numbers almost cooked...er...ready.	N
I am assured scientists at East Anglia are working hard to show #snOMG was caused by global warming. Numbers almost cooked...er...ready.	N
The Global Warming Guerrillas http://bit.ly/91xRVP	Y
@mikekruger not saying that climate change isn't possible but man-made is. look at unaltered models. C02 levels higher in ice age	Y
OMG Bill O'Reilly this is not fucking up for debate climate change is real and it's manmade aslkdgldkhag;odskjhyagpo #climatechange	Y
@AdrienneRoyer - ok, but climate change models say stronger storms. We have stronger storms now. So model is wrong?	N
@mikekruger sigh. not really. earth's magnetic field and solar activity aren't factored into climate change models #mydadisascienceprofessor	N
@AdrienneRoyer - Huh? Stronger storms are consistent with climate change models.	N
