,label,cleaned_text,tweet_length
6828,negative,cant link my flight from last week to my trublue account and num isnt answeringdont make me fly again dont do it,112
6829,positive,was nice to see your veterans advantage program at the gate on sunday mcokeep up the good work at jetblue,105
6830,positive,incredible pr team,18
6831,positive,thanks im finding lower fares already on other carriers with direct flights july,80
6832,negative,if you can get us on a flight to vieques all will be good right now not looking promising,89
6833,negative,i just dmd you,14
6834,neutral,offering special fares to,25
6835,neutral,i believe that the website said i could receive credit for upcoming flights since i cancelled flighted my last one is this true,127
6836,neutral,a month ago i had a flight booked but then had to cancelled flight it im now flight booking problems a separate flight for a different occasion,143
6837,neutral,hi friend question for you when you have a moment,49
6838,positive,thanks for the kind words janna weappreciateyou trueblue and now im feeling like a boss jetbluefame,99
6839,positive,boarding the back of the airplane first like a boss sosmart jetblue frequentflyerappreciates alsoyayforsnacks,109
6840,positive,sooo earlier i said i couldnt fly with you for my school trip but now i can,75
6841,negative,why was flight delayed to buffalo its a direct flight and the plane is at the gate,82
6842,negative,we are missing our connecting transportation in puerto rico as a result need to get to vieques today,100
6843,negative,we were supposed to be vieques by pm,36
6844,negative,your customer service today was deplorable there were plenty of ways u could have gotten us on that flight badcustomerservice,125
6845,negative,absolutely the missed connection caused us to miss our ferry to vieques get us to vieques also flight vouchers prbound,118
6846,neutral,hi there any rough idea of when january flights will be made available,70
6847,negative,why do this to me sending njb to uvf today and its a weekday why not a weekend,78
6848,positive,why are you always so amazing jetblue trueblue,46
6849,negative,ive experienced better service making connecting flight from and badcustomerservice jfk pr,90
6850,neutral,now out of a gates and into main terminal dca members keeping watch from atct avgeek,84
6851,positive,great will do once i land in jfk,32
6852,negative,service getting worse and worse plane cant fly waiting on a nd aircraft so much for planning,92
6853,positive,haha ty do you know what time that lane opens at logan,54
6854,neutral,flight njb jblu arrives at following flight from westchester county airport,75
6855,negative,no seat assignment mins before a flightline people deep guess im sitting with the baggage,89
6856,neutral,here we go again nd round trip to ca in a week trueblue,55
6857,positive,sure is,7
6858,neutral,wants customs at long beach airport for future international flights by cc,74
6859,negative,the worst flying experience ive ever suffered through id appreciate my money back,81
6860,positive,after my second call to customer service and the fifth person i talked to an amazing rep fixed it in about mins persistence,123
6861,neutral,rt our fleets on fleek,22
6862,positive,thanks so much,14
6863,negative,my wife sent me a family invite but i never accepted it she should not be locked into a family account that never got created,125
6864,neutral,hey guys do you have a tail number assigned yet to flight for tomorrow,70
6865,negative,i spent an hour on the phone with customer service only to find out that they cant help need help with family pooling asap,122
6866,neutral,at the airport ready to get this red eye going soooooo sleepy noplacelikehome eventhoughitsdegreesathome,104
6867,negative,customer service says since my wife setup a family account that she now cant join mine for a year help me fix please,116
6868,negative,full to capacity i also pid extra for these seats perhaps the crew could be more helpful,88
6869,negative,we have twice they said they cant dim those lights but they did on our first flight,83
